id,email,username,password,firstName,lastName,fullName,description,profilePic,isMod,isObserver,isPuppet,instructions,suspicious,disabled,createdAt,updatedAt
200,steltenpower@dartpost.com,steltenpower,$2a$10$SfPUt4Fo15RlcGH24B3hQO4QYVcYhumMr0QfnlX9YdM7T2rmrJnD2,Ruud Steltenpool🤔🔗📊🚲👨‍👩‍👧‍👧🌳, ,Ruud Steltenpool🤔🔗📊🚲👨‍👩‍👧‍👧🌳,"#open #citizen #science #web #data #usability
#FAIR #eNotebooks #reproducibility
Thoughts on cooperation: see website👇
A prof. suggested to make it a book 🤦‍",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1050421449947703935.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:22.445000+00:00,2024-06-09 17:28:22.686216+00:00
5,pipkindebbie@dartpost.com,PipkinDebbie,$2a$10$cXZvDie.95T9v1Zf906xBu.5rNjxzBj8wLw2nioReUeef3jAuEXFq,Debbie Pipkin, ,Debbie Pipkin,,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1022604809897640926.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:32.941000+00:00,2024-06-09 17:26:33.112978+00:00
29,agnew122@sockpuppet.com,agnew122,$2a$10$qU7n77v0Wm64QNI1TP3g7uOi9g1SalgswUMy3TsXtMaZD6HRX3/ai,Mydelilah, ,Mydelilah,"Mother, Grandma, USPS Retiree. ""Organize, agitate, educate, must be our war cry"" Susan B Anthony PNW Seahawks Vote Blue NMW  Postcards to Voters  #RESIST",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1034248944457951599.png,False,False,True,https://docs.google.com/document/d/e/2PACX-1vROPXVpGX2ORWVyCMnUtU3H38O7Y9L9xM1E0QtA9QgNhXdk_99ogxNqv0Utx_wt013Iix2pDDjrqH7b/pub,False,False,2024-06-09 17:26:46.938000+00:00,2024-06-09 17:26:47.143079+00:00
37,mjcaswell@observer.com,mjcaswell,$2a$10$FapWXW9hOFW3kUyWLDZuuefxQJiR3GSxnN5X9fWSQq91ERmEAegJK,mj caswell, ,mj caswell,"Masters swimmer, swim coach, mentor, gardener, baker, traveler, thinker.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs10188651804540743.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:50.548000+00:00,2024-06-09 17:26:50.727138+00:00
201,owenabong@observer.com,OwenAbong,$2a$10$mR55ojgLQHzVIJg8pR.Ggu23JRuJNZUpa4a9NQVQ6FlslKPrSNS72,Owen Abong'o, ,Owen Abong'o,"Am.... 
A geospatialist💻
Tribless💞
Listener👂
and a leader👍",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1048392940779812096.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:22.991000+00:00,2024-06-09 17:28:23.107807+00:00
202,a_proudcivilian@dartpost.com,A_ProudCivilian,$2a$10$ohS.Q9wFmN1DJI3jIte.AeHepODs.rHBDI3r3ZxVXd57RHkIVtdvK,Aina, ,Aina,"‘When we lose our right to b different,we  lose the privilege to be free’
Gender,Race,Age..No Bar  کافر،باغی اورغدار No personal Question plz
RT ≠ endorsements",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1023477545819243883.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:23.716000+00:00,2024-06-09 17:28:23.835544+00:00
206,russfla@observer.com,russfla,$2a$10$K42S6e7Zoiu.0EQinPQ4A.kXaI3GMGlrVd9eBKjkPHr97OsLubxkK,Russ, ,Russ,"I'm 68 #18+
#LoveIsLove 
#BlackLivesMatter #EqualityForAll 
#ProChoice
#Whatsapp, #line (russfla) and 📩",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1052810285646789500.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:26.108000+00:00,2024-06-09 17:28:26.250166+00:00
207,charlesexsavior@observer.com,CharlesExSavior,$2a$10$wCRApYLiYIEv08r/s2iwz.caojJHQmUidYyf0r7yvxug1VGl3Sqji,ExSavior, ,ExSavior,"Music is my thing. Negro Sense is tingling often.

https://t.co/ys18g2mQFN",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1010017763227019589.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:26.561000+00:00,2024-06-09 17:28:26.809348+00:00
208,chilepeppermama@observer.com,chilepeppermama,$2a$10$LYLHTikZ9qOi6oNgwBBCfe1VC.ZYEcRG7PYRuOZZQyFqvOT8ukBCS,Veronica (slightly Jew-ish) Szekely 🇺🇸, ,Veronica (slightly Jew-ish) Szekely 🇺🇸,"Jesus told me his dad admits creating Republicans was His biggest mistake, He regrets it, and sincerely apologizes.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1008511162926380344.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:27.144000+00:00,2024-06-09 17:28:27.277811+00:00
203,sidk24@dartpost.com,sidk24,$2a$10$TX0B1MPbe1cTWGhKOnKNpOwoV9qnf9OPGckBkI2WqaQsACGS7QGP2,✨ нυмαяι ѕι∂✨, ,✨ нυмαяι ѕι∂✨,"✨𝑾𝒉𝒆𝒓𝒆 𝒕𝒉𝒆𝒓𝒆'𝒔 𝒂 𝒘𝒊𝒍𝒍, 𝒕𝒉𝒆𝒓𝒆'𝒔 𝒂 𝒘𝒂𝒚 ✨

backup account @iamsidk24",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1020857359377483234.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:24.273000+00:00,2024-06-09 17:28:24.441417+00:00
211,kamaref@observer.com,Kamaref,$2a$10$ssZk7Yi3wQkYtml8/c79reemTIyBCQ6pNiWHPW2CZlsmdFr6u2zI.,Maria Katapodi, ,Maria Katapodi,Medicine.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1014177843909174286.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:30.683000+00:00,2024-06-09 17:28:30.798012+00:00
219,mikecokere@observer.com,mikecokere,$2a$10$0eTfjBmWJ22INBjFqSEtOOKCPJW6abPoFTo1Ui7bejXAuqmKOfqU.,Michael, ,Michael,"#June12thProtests
#TwitterBanInNigeria
#EndBadGovernanceInNigeria",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1005976990778421470.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:34.866000+00:00,2024-06-09 17:28:34.980079+00:00
227,heybooboo16@dartpost.com,HeyBooBoo16,$2a$10$SC.p98HlVJpVFYjkrKSft.nUp8VqTnFXOztYZwUkOM8JIYQK4lHza,Hey Boo Boo🗣🇺🇸, ,Hey Boo Boo🗣🇺🇸,"The Right just wants the Left to leave them alone, the Left wants the Right to be enslaved, tortured and dead. Hope you’re prepared.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1048361127026374650.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:41.269000+00:00,2024-06-09 17:28:41.732758+00:00
235,patwhite70@dartpost.com,PatWhite70,$2a$10$iFf9LxgPzPDjdMhPG.W5.OS.zj/2ZTErGWZFzP7fl3v2S.dpoLAJ.,patwhite70, ,patwhite70,Professeur de journalisme & responsable @JournalismeUQAM Fondateur @HuffPostQuebec. Ex @Reuters @pressecan @CTVNews @Canoe @JdeQuebec; DG @patwhitecom @projetJ,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1049796601432644911.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:45.088000+00:00,2024-06-09 17:28:45.200128+00:00
45,zardoz420wpn@dartpost.com,ZaRdOz420WPN,$2a$10$9QnGi1JhQghRqFS8CBfQr.3KVcW1e/x7mseyCq2hv52EfRU1TvUba,ZaRdOz420WPN, ,ZaRdOz420WPN,Progressive Democrat 🐈 Cat Lover  SinglePayerSunday ¤ Medicare For All ¤ Pro-Choice ¤ Abortion is Healthcare ¤ Expand Social Security ¤ ADHD ¤,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1016621970441992561.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:54.218000+00:00,2024-06-09 17:26:54.327892+00:00
53,ttysontoni1@observer.com,TTysonToni1,$2a$10$CiESEqxf05WsgxfTwSdALO67Egr89Pi76RatVAYwXO3p4xTiRy.4C,Toni Tyson, ,Toni Tyson,"Patriot 1st, love America & our Constitution Islam is our greatest threat! #BanIslam #MAGA #BuildTheWall #Trump2024",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1048546806282857542.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:57.970000+00:00,2024-06-09 17:26:58.082780+00:00
61,gaynorann46@observer.com,Gaynorann46,$2a$10$y60cxS.54GU1G77RgS/UquuqZzWHIXJwYPb4VhFI5Fj8rSszaswq2,gaynorann46#ScrapTheNHSbill, ,gaynorann46#ScrapTheNHSbill,"Mother to 2 children  with aspergers/carer, socialist, believe in a fair society for all.Ex NHS nurse. I like yoga, t'ai chi, reading and red wine.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs10445905019035139.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:27:01.575000+00:00,2024-06-09 17:27:01.784909+00:00
69,1stsveltecelt@dartpost.com,1stSvelteCelt,$2a$10$haj7cqUdreatoNqzGUS4F.t0e.YUhgnB1.VM.72OKt56hlAvo8I9u,Sláinte...#WeAreUkraine, ,Sláinte...#WeAreUkraine,"Don't need hurricanes, sinkholes, mosquitoes, gators and lightning; we have deSantis. 
#IWantMySwampBack",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1028580064238271778.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:05.364000+00:00,2024-06-09 17:27:05.572735+00:00
243,deathtocrazy@dartpost.com,deathtocrazy,$2a$10$hUBMz/BvUKToBW1BaUcPaeNRsxsGo3Pjav/jIWzKOyoLqi1HOZLWO,👨‍🔧Justin Harper👨‍🔧, ,👨‍🔧Justin Harper👨‍🔧,Mostly political with a little bit of everything else #fucktrump,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1006841043556357570.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:48.917000+00:00,2024-06-09 17:28:49.107318+00:00
251,shyredmd@dartpost.com,shyredmd,$2a$10$NCEFYOjLuzjD7tHE9bfq9e8a3lf9suceIFFjbNuq.PCNoQ0bAIp6q,Denise D. 🌅🐝🛫, ,Denise D. 🌅🐝🛫,"Wife, Mother, Nurse, Reader, Music listener. she/her/hers. forever TeamPete",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs11010345522393046.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:53.818000+00:00,2024-06-09 17:28:53.937519+00:00
259,bashirnichari1@dartpost.com,bashirnichari1,$2a$10$edCwrJ5UvIpOAaOLMMHmK.js2hJtWGF0DZiFtKyBI/OwMni.EzXpW,Bashir Nichari, ,Bashir Nichari,"President Press Dasht
Information Secetery PPP Kalat Divisian Social, Activist",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1015384709857322276.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:57.724000+00:00,2024-06-09 17:28:57.913254+00:00
267,__imvishal@dartpost.com,__iMVishal,$2a$10$rsP2HbMKw0fzqKRmlnbcH.5.JG5wZYiuto37EcFEozh56Kb9zrV0C,💚 VISHAL BATHiNDA 🇮🇳, ,💚 VISHAL BATHiNDA 🇮🇳,"नाम का सुरूर यही बेखुदी रहे
इस नशे में चूर मेरी ज़िन्दगी रहे

इल्तजा यही है दिल-ए-बेक़रार की
तोड़ना न डोर कभी अपने प्यार की 
😘 i Love you PaPa  😍",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs112145447474950623.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:29:03.004000+00:00,2024-06-09 17:29:03.201571+00:00
275,dsmwcom@dartpost.com,DSMWcom,$2a$10$HNC2jNCuS0qHMibD2DsL9uguy7/SqSylyW0SYVYwm5sRAo/.HE6Cy,DSMWcom, ,DSMWcom,We are a fiscally conservative news and information website.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1010353305527271017.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:29:06.586000+00:00,2024-06-09 17:29:06.703603+00:00
282,hoperehak@dartpost.com,HopeRehak,$2a$10$k2ukJ7vwkQVu3AXxtno71OOT2ZcNqcWIVIdlOGKFJRb7aFgHpJQBS,Hope Rehak, ,Hope Rehak,(she/her/hers) widely considered cringe,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1042636056794945833.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:29:12.500000+00:00,2024-06-09 17:29:12.659644+00:00
204,afroambrosia@dartpost.com,AfroAmbrosia,$2a$10$qkRsGGI5O0I0ysxLuhc1xe0PB6i/YsxFNPNl69ju99DLEwFpAQSR6,Baldheaded Demon, ,Baldheaded Demon,I like horror films and Jurassic Park. #BlackTechTwitter 👩🏾‍💻💕 she/her,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1005044352483481195.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:24.913000+00:00,2024-06-09 17:28:25.057060+00:00
76,pgmckim@dartpost.com,pgmckim,$2a$10$R1elmH3NAp/lr6uV.O6Sw.qJ8igB4LSDQLFc9Dt2Mz9NwqqDF2UGe,Pam McKim 🇺🇦 🌻, ,Pam McKim 🇺🇦 🌻,Still a mad housewife.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1015274540036885240.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:09.055000+00:00,2024-06-09 17:27:09.261230+00:00
84,joekoffee@dartpost.com,JoeKoffee,$2a$10$qwKeeU7Rvprjr/Ht2w80gubvHDYjqV3bdhIm80YLQXsQc9ztTVjRm,JoeKoffee, ,JoeKoffee,"""Rage, rage against the dying of the light."" Counter Social / Post / Mastodon",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1027986126743726838.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:13.259000+00:00,2024-06-09 17:27:13.460521+00:00
92,jakki2004@dartpost.com,jakki2004,$2a$10$CM.SZVaSdFNcsLEm898B9OVl1HyOh8lDY9.DeRC9iH/JeVc3RzIMG,@jakki2004 #NoDAPL #BlackLivesMatter🌻, ,@jakki2004 #NoDAPL #BlackLivesMatter🌻,#OneFamily💞#CT #VT #RI #MA #ME #Empath #Activist #ReikiMaster @Denbrots @Rosie @SenBooker @glennkirschner2 @vanjones68,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1040794703416440040.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:27:17.742000+00:00,2024-06-09 17:27:17.861973+00:00
401,abrightw21@sockpuppet.com,abrightw21,$2a$10$DFXWJw76wfX92snY42O.7u7XH1.m3IYvY9oSbpZwczH2uKBj0ZqF6,abby, ,abby,like a bright light and you're feelin well,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1051701907529607458.png,False,False,True,https://docs.google.com/document/d/e/2PACX-1vROPXVpGX2ORWVyCMnUtU3H38O7Y9L9xM1E0QtA9QgNhXdk_99ogxNqv0Utx_wt013Iix2pDDjrqH7b/pub,False,False,2024-06-09 17:30:20.129000+00:00,2024-06-09 17:30:20.350391+00:00
212,literatureposts@dartpost.com,literatureposts,$2a$10$XH7S.cJvMT9qxM6XfVShvud0f3/YxxwVzDMli6NlkZhc1g5CUoRku,Literature Posts, ,Literature Posts,I tweet & retweet authors & books. I try to return all my followers retweets #WritingCommunity #Authors #Books #Ebooks #booklovers #Literature #LiteraturePosts,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs109239982892890840.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:31.109000+00:00,2024-06-09 17:28:31.286788+00:00
220,vikingsarehere@dartpost.com,vikingsarehere,$2a$10$lqmsWF7kzOdzRpVYZze5wukd.ni4t7xFtPpBnN7/E.wJlGXSwjYuS,G. DeYoung, ,G. DeYoung,A Democrat:  Voters need to pick their politicians not politicians pick their voters.  Stop voter suppression. No DMs or Biz promotions. NO DEM BASHING EVER.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1033036274643986109.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:35.289000+00:00,2024-06-09 17:28:35.486950+00:00
228,annemichie5@observer.com,AnneMichie5,$2a$10$fNN.26NB2OmpNWAC5HJtWe6MmPCSz3e01n96OAh2cHdceXhi6uK4K,Anne Michie, ,Anne Michie,,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs105105240413858862.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:42.055000+00:00,2024-06-09 17:28:42.244430+00:00
236,pistach01@dartpost.com,pistach01,$2a$10$jadd38KL/H2obztXxUwPe.fYRSvFfvMJfZHfNPyMeFfbaR/f/DAi2,🌊 ➗/ by / 0 🌊, ,🌊 ➗/ by / 0 🌊,#Resist #Antifascist #AntiChristofascist~ 'Collective Illusions' aprox 32 minutes but well worth it!~https://t.co/FTktqYxG1q,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1048968168920688323.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:45.516000+00:00,2024-06-09 17:28:45.627003+00:00
244,mktsutherland@dartpost.com,mktsutherland,$2a$10$/fDMFx1BnWGCGJ2SEzlseuHjuK4BZcvqfXqTRoUDAdw34JPVdwyTe,mktsutherland, ,mktsutherland,"Passionate, curious, gardens, art, travel, politics ... #theresistance",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs100630750052269087.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:49.418000+00:00,2024-06-09 17:28:49.615256+00:00
252,saa__aadd@dartpost.com,Saa__aadd,$2a$10$4IS.OqXEybe7PAGtEaW3ReXog2JMjlbihhu6wC2nxPHZudubSDOC2,Saad, ,Saad,"Nothing lasts forever, even cold November rains! Project Manager.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1021236176453384799.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:54.244000+00:00,2024-06-09 17:28:54.432738+00:00
260,khuze_elikhulu@dartpost.com,Khuze_Elikhulu,$2a$10$qWMVKfj5OhYbk0pgGpStDOWJqH5teMaDU8Amb69gp9Htqm9xRbpx6,Flame Hashira, ,Flame Hashira,Husband. Dad. Uncle. Bhakaniya.,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1015910007324123159.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:28:58.216000+00:00,2024-06-09 17:28:58.424338+00:00
268,jemster40@dartpost.com,jemster40,$2a$10$aNFPobdk4ECPklmwKuzZ8eJeAQwLIE9sG2tUcSAPDNLFYnwHcFJ9u,Jemster30, ,Jemster30,Looking for hot hairychested studs for fun!! I'm a blond hairy bear with a BIG cock!,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1008996146511297886.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:29:03.546000+00:00,2024-06-09 17:29:03.661899+00:00
38,bgulsby@observer.com,BGulsby,$2a$10$sWwmRuqsONaL1.WtpYFn6O79jvr0O2DVTS4oZLDEUeBZVnSyU.svK,beth gulsby 🇺🇸🌻🇺🇦, ,beth gulsby 🇺🇸🌻🇺🇦,"Republicans are now the radical right, hellbent on taking away our rights & freedoms. Koch & Murdoch are enemies of the USA. Never forget the traitors of 1/6.",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs109230125219233296.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:26:51.032000+00:00,2024-06-09 17:26:51.237478+00:00
46,dabizlegend@dartpost.com,DabizLegend,$2a$10$9S0p/CPExRuEzlu0ABfGZOMTjpYuC2kH0b3foGbmBsthkUFjkSPQ6,iTz L3G3ND³, ,iTz L3G3ND³,Always have faith | B.S. in Comp Sci 🎓/Web Architect/Engineer/Real Estate #Legend #Realist #Founder #Startup #Polymath #FullStack #DataSci #Christian #Chef,https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1013718780621881811.png,False,False,False,https://docs.google.com/document/d/e/2PACX-1vRibWTlTJYsjFhc4V04gfBmLKNw4VgITajZYWDqF9WaO3mOsB-jPhDJTPebv7pRqTA909w_wdHtu-Th/pub,False,False,2024-06-09 17:26:54.619000+00:00,2024-06-09 17:26:54.822882+00:00
188,therealmohameds@observer.com,therealmohameds,$2a$10$2C9uWzj0BpPQ/NxhLsxEbetbAav8pE4EAtmQb1BNAq1.uFavM6X9m,Mo, ,Mo,"You going to cry in that phantom, or a Nissan",https://botfarm-images.s3.us-east-2.amazonaws.com/profile_pics/cs1033959594640120396.png,False,True,False,https://docs.google.com/document/d/e/2PACX-1vTbR0xkO_c-Mv3h7qsKTSs2KeniQ4DHn8KFd_iChLPOzxmudEx8EuFazLpZzU628brEZL49GW7Sn48b/pub,False,False,2024-06-09 17:28:15.231000+00:00,2024-06-09 17:28:15.347650+00:00
